1960	0.00167	0.00444	0.01625	0.03972	0.12669	0.23217	0.560723333	0.810293333	0.932173333	0.977286667	0.992496667
1961	0.00284	0.00474	0.01362	0.04649	0.10501	0.333	0.56445	0.810293333	0.932173333	0.977286667	0.992496667
1962	0.00193	0.00887	0.01341	0.041	0.1258	0.24971	0.6321	0.84743	0.932173333	0.977286667	0.992496667
1963	0.00056	0.00604	0.02742	0.03736	0.11687	0.29812	0.48562	0.85534	0.95969	0.977286667	0.992496667
1964	0.00111	0.00231	0.01872	0.08151	0.09974	0.29057	0.55629	0.72811	0.95316	0.99029	0.992496667
1965	0.00523	0.00436	0.00948	0.05647	0.21836	0.24027	0.55904	0.78726	0.88367	0.98592	0.99772
1966	0.01275	0.01639	0.01687	0.03808	0.15807	0.46792	0.47447	0.79691	0.91613	0.95565	0.99587
1967	0.00453	0.0328	0.05015	0.06304	0.14075	0.37068	0.73464	0.72046	0.92393	0.96992	0.9839
1968	0.00279	0.01189	0.08179	0.14332	0.20878	0.40395	0.64886	0.89707	0.88034	0.97409	0.9896
1969	0.00344	0.00797	0.03089	0.18962	0.34643	0.50856	0.73711	0.85288	0.96483	0.95455	0.99148
1970	0.00062	0.00928	0.02255	0.07783	0.38066	0.6268	0.80231	0.92064	0.94788	0.98855	0.98359
1971	0.00049	0.00216	0.02482	0.06212	0.18266	0.61752	0.84181	0.94089	0.97959	0.98278	0.99634
1972	0.00026	0.00182	0.00756	0.06466	0.15981	0.37177	0.80919	0.94401	0.98423	0.99499	0.99444
1973	0.00032	0.00119	0.00672	0.02604	0.1581	0.35325	0.61044	0.91763	0.98163	0.99593	0.99878
1974	0.00163	0.00144	0.00554	0.02452	0.08583	0.3378	0.61065	0.8058	0.96696	0.99413	0.99896
1975	0.00211	0.00581	0.00656	0.02525	0.08541	0.24796	0.58083	0.81831	0.91658	0.98716	0.99814
1976	0.00236	0.00702	0.0205	0.02929	0.10761	0.25762	0.53659	0.7901	0.92823	0.96677	0.99507
1977	0.00098	0.00746	0.0231	0.06977	0.12115	0.35949	0.56322	0.80261	0.91091	0.97378	0.98719
1978	0.00025	0.00386	0.02327	0.07328	0.21185	0.38641	0.72318	0.82734	0.93455	0.96525	0.99071
1979	0.00075	0.00144	0.01505	0.07027	0.20912	0.49067	0.74207	0.92401	0.94682	0.98045	0.98692
1980	0.001	0.00428	0.00838	0.0568	0.19339	0.46926	0.77541	0.9293	0.98264	0.98511	0.99435
1981	0.00178	0.00561	0.02385	0.0471	0.19176	0.43198	0.74724	0.92523	0.98362	0.99622	0.99595
1982	0.00034	0.00969	0.03077	0.12206	0.2243	0.48315	0.70695	0.90813	0.97795	0.99637	0.99919
1983	0.00115	0.00323	0.05109	0.15161	0.44167	0.62848	0.78647	0.88442	0.97064	0.99375	0.9992
1984	0.00036	0.00878	0.03002	0.2285	0.50147	0.81821	0.90823	0.93553	0.96043	0.99103	0.99825
1985	0.00405	0.00452	0.06397	0.22804	0.61966	0.84989	0.96242	0.98302	0.98281	0.98718	0.9973
1986	0.00757	0.02215	0.05469	0.3453	0.73821	0.89962	0.96958	0.99318	0.99706	0.99558	0.99592
1987	0.0041	0.03604	0.11189	0.42444	0.80278	0.96418	0.98012	0.99446	0.9988	0.9995	0.99887
1988	0.00203	0.01817	0.15498	0.41204	0.90385	0.96915	0.99612	0.99633	0.99901	0.99979	0.99991
1989	0.00164	0.0102	0.07673	0.47356	0.79584	0.99172	0.99589	0.99959	0.99933	0.99982	0.99996
1990	0.00265	0.00943	0.04962	0.27185	0.81523	0.95592	0.99935	0.99947	0.99996	0.99988	0.99997
1991	0.00585	0.01272	0.05211	0.20914	0.62647	0.95583	0.99178	0.99995	0.99993	1	0.99998
1992	0.001	0.02249	0.05879	0.24105	0.57254	0.88282	0.99067	0.99851	1	0.99999	1
1993	0.005	0.00838	0.08249	0.23236	0.64724	0.87153	0.9713	0.99808	0.99973	1	1
1994	0.02595	0.0337	0.06673	0.25996	0.59465	0.91379	0.97172	0.99347	0.99961	0.99995	1
1995	0.07523	0.10599	0.19485	0.37695	0.57851	0.87669	0.98393	0.99429	0.99854	0.99992	0.99999
1996	0.0091	0.17262	0.34537	0.62677	0.83658	0.84284	0.9718	0.99718	0.99887	0.99967	0.99998
1997	0.00435	0.04007	0.34858	0.70128	0.92097	0.97744	0.95445	0.99405	0.99951	0.99978	0.99993
1998	0.0178	0.02562	0.15949	0.57849	0.91264	0.98779	0.99728	0.98793	0.99877	0.99992	0.99996
1999	0.0195	0.06622	0.13663	0.46309	0.77876	0.97894	0.99822	0.99968	0.99688	0.99975	0.99999
2000	0.00781	0.07434	0.21726	0.48784	0.79676	0.90028	0.99519	0.99974	0.99996	0.9992	0.99995
2001	0.04452	0.04412	0.24488	0.52069	0.85148	0.94686	0.9586	0.99891	0.99996	1	0.9998
2002	0.0524	0.145	0.21302	0.56701	0.80958	0.97184	0.9878	0.98344	0.99976	0.99999	1
2003	0.08065	0.15508	0.38167	0.61352	0.84097	0.94331	0.99521	0.99729	0.99348	0.99995	1
2004	0.01884	0.19785	0.37858	0.69199	0.90301	0.95526	0.98488	0.9992	0.9994	0.99745	0.99999
2005	0.05601	0.06222	0.40949	0.66911	0.89103	0.98202	0.98854	0.99609	0.99987	0.99987	0.999
2006	0.01762	0.13868	0.18655	0.66097	0.87033	0.96749	0.99689	0.99714	0.999	0.99998	0.99997
2007	0.02027	0.0647	0.30409	0.44217	0.84571	0.95704	0.99085	0.99947	0.99929	0.99974	1
2008	0.02788	0.0717	0.21057	0.54252	0.73259	0.93906	0.98666	0.99747	0.99991	0.99982	0.99993
2009	0.03566	0.09644	0.22382	0.50705	0.76294	0.90448	0.97744	0.99594	0.9993	0.99998	0.99996
2010	0.01832	0.10124	0.28428	0.51843	0.79865	0.89727	0.97035	0.99186	0.99877	0.99981	1
2011	0.0085	0.06047	0.25546	0.59647	0.80076	0.93863	0.95952	0.99124	0.99709	0.99963	0.99995
2012	0.01203	0.03584	0.18164	0.51104	0.84617	0.93751	0.98333	0.98469	0.99745	0.99896	0.99989
