1960	44.68086096	318.7834313	841.8358574	1365.919945	1738.349779	2279.972114	2539.950834	3473.604573	2752.473122	2564.710713	4588.830752
1961	28.08484435	200.3762429	531.1560724	1230.882635	2463.885653	3174.214134	2467.066229	2271.990945	3894.084339	2579.446555	5102.702947
1962	62.38387788	445.0887074	657.2337922	1096.082938	1184.476724	1669.082653	2432.388987	2697.570343	2409.510596	3276.809619	5958.781059
1963	144.3298832	1029.746841	1866.416149	1434.137006	1546.765567	2237.554073	3104.257664	4174.765317	3896.9482	3851.896776	5622.846812
1964	268.6409081	1916.665629	4997.480516	3253.40055	6174.493301	8768.638057	6960.240452	6149.838207	3245.896826	3033.648619	5552.756129
1965	475.4704896	3156.999474	7234.833717	9305.933339	7047.967585	7562.887592	5731.599505	5790.77378	5214.603208	4333.217956	6510.208385
1966	1759.824704	6271.663769	10036.61468	11132.5388	9516.721945	7266.294237	7106.421119	5667.563056	5731.024141	5009.764502	8475.716069
1967	433.9343342	3345.348431	10834.84483	7647.154201	9504.513272	13713.22586	13672.68528	14564.578	9495.504254	6572.078134	13247.75997
1968	275.779883	2342.273984	4139.171608	9785.857464	11210.51408	11630.98565	7735.440217	13842.17144	8777.962376	6339.227267	8419.32486
1969	690.2742788	2453.128591	7875.026559	14186.61138	18181.9425	12778.92383	12735.26546	10396.5926	7053.777161	5305.082321	7666.174341
1970	115.8966694	2172.234717	2554.141837	10006.84957	13536.73098	11286.12804	11179.06159	8248.531526	5556.417463	4661.253664	9284.978883
1971	1135.864041	1749.633094	8411.654568	10457.55141	15504.09696	14164.76121	10993.06212	9026.541598	5195.236414	3720.625519	7130.453593
1972	578.1953586	2573.788651	2367.791924	7696.786797	11301.72952	12765.94489	12717.95702	10705.97762	6783.846757	4354.021728	7033.149615
1973	46.41458059	1079.138999	6329.143781	10518.05968	13016.71127	10042.31023	9980.42412	6762.346533	6589.58115	3733.79515	7013.758844
1974	354	5955	10475	10069	7768	9004	7086	4596	3809	2278	2164
1975	883	3128	7220	9433	9234	7903	5701	4732	3788	2617	2933
1976	837	3907	8781	19363	16597	12338	8323	5156	3024	2309	2241
1977	974	6723	8743	11730	13559	11157	6520	4257	2369	1493	1625
1978	1558	4467	9195	10397	12743	13881	9938	6823	3655	2239	2440
1979	1257	6551	13532	18747	14977	12506	8791	3775	1843	714	580
1980	263	2977	9531	12578	14111	14212	11288	8088	3732	1565	1022
1981	154	554	2248	4786	7921	11425	13565	11872	8693	5591	4697
1982	27	314	1814	4799	8946	12836	15801	14489	7942	4224	2943
1983	119	991	3053	5797	8343	7707	8493	7517	4588	2480	1771
1984	48	397	1516	3311	5853	9958	12887	8964	5072	2515	1602
1985	296	788	2362	5652	10694	15741	14528	9233	4108	1969	1792
1986	4407	9707	12556	12530	13372	13874	14246	10376	5947	2637	2155
1987	2237	4941	7691	10893	15867	17640	11404	6986	3076	1303	1046
1988	2908	3213	4853	7269	10123	10325	9260	6040	2692	1156	962
1989	12745	11553	11432	9652	14180	12387	8405	4972	2029	1027	715
1990	15134	7694	4489	4604	8666	8666	6452	3633	1702	945	548
1991	6103	12152	7846	9331	7856	6589	4394	2294	811	364	484
1992	148	1023	2591	3395	3618	2154	1507	875	576	513	579
1993	1172.441304	3712.861479	8820.906523	11590.53774	5720.013544	3376.932266	1853.09877	1002.485722	526.9269158	354.6576127	526.7682992
1994	4316.336381	3837.069956	5426.113484	4459.703664	2776.970148	736.8730172	475.600564	162.8055364	120.9348838	54.73561969	27.71972529
1995	99.17694686	313.8791621	453.2230407	332.9901681	203.3469288	65.48978685	13.60556097	4.085590777	0.1	0.1	0.4
1996	180.8739064	742.8344038	975.0241456	452.742934	211.0637369	51.86858079	10.43692599	8.093887081	2.262511388	1.033396616	1.333396616
1997	19.4033606	134.9069255	543.7071368	719.421465	409.4434669	149.3403359	93.53582383	56.79190125	26.2346846	1.420567269	1.420567269
1998	10.59056995	54.75471317	272.6585737	767.1087962	804.8677867	455.4736108	278.5240361	117.2611318	69.01336161	49.19732096	18.26974993
1999	25.9848063	174.4828381	268.3949287	579.1710946	1029.905279	1079.442378	627.42476	278.0743301	125.554994	39.62611968	38.25404696
2000	15.17628818	226.343665	726.7695675	915.1408752	1442.708244	1532.66638	979.0756957	429.1391429	195.2349065	43.89486139	116.6001162
2001	111.0004385	331.5162708	1139.077897	1413.25156	1583.846996	1595.50467	1403.940677	665.0758594	232.3545898	86.07873338	109.1428118
2002	312.2478056	308.2977696	609.9364479	1488.315198	1431.684414	1082.115407	1059.30341	605.152598	203.4775586	62.38237567	60.57059717
2003	1212.367778	982.9723056	1104.679504	1707.909143	1993.573951	1201.796741	999.874625	879.7387782	358.1801723	156.5040881	131.7753836
2004	346.2125145	1898.774201	1215.915992	967.5247465	1086.134227	1013.584467	739.9052915	591.0891857	320.115974	201.4309484	124.3707838
2005	58.59315402	288.9975144	998.9723018	842.8598087	778.6674046	579.6994321	536.1939962	341.9453579	259.9692202	177.9537524	250.3633721
2006	76.05421207	228.3789296	637.247937	558.5185584	468.9520045	354.3887863	311.7122963	252.6500992	210.7367113	154.5389754	238.8327251
2007	53.92624458	73.28597881	375.1102777	627.6309446	738.8166779	366.2947843	283.3381826	249.6064419	247.7823276	247.2657101	564.5760681
