2008	82.34646011	136.1729944	292.7614951	722.3629625	736.4058544	510.957267	226.9303847	198.7780815	111.4759867	101.339427	227.7518112
2009	189.2932771	689.4600386	544.5967403	690.9716513	787.2258269	645.455415	472.2446033	214.2565405	88.44374349	87.34156254	356.0141001
2010	126.1284249	686.999854	882.4231905	555.1137301	483.0559319	579.1354935	408.5503765	295.5230098	155.744485	88.67612831	289.9032163
2011	724.0786558	795.2315397	1003.738013	963.4639208	439.2215518	369.0419419	272.0183373	254.1319279	79.60111001	31.92319921	111.4629868
2012	285.3962146	762.7076946	841.5746914	710.8653129	732.8337265	369.8759301	239.0631601	221.4255832	143.3322639	70.46303059	114.9732511
2013	332.8057946	635.4686125	1139.375331	1069.446654	923.5030137	721.3692165	355.8360405	243.3470781	140.2555204	90.64286701	191.9847565
2014	72.46269558	371.4426912	759.7466419	936.9417867	692.4921854	519.4378087	285.2492322	176.2724908	121.6949294	90.71505227	200.6186673
2015	61.60739973	171.60482	269.9036849	369.3254407	312.285202	225.2613742	199.9571307	144.9625785	88.07223945	62.63374907	134.3563595
2016	120.324	268.174	461.474	635.907	476.2	406.613	237.652	152.837	85.992	43.284	51.621
2017	55.506	96.663	250.093	377.513	282.029	275.287	258.982	150.741	88.269	56.616	30.93
